amount,merchant,description,category
16548.73,Uber,Grocery shopping,Transport
15948.53,PharmEasy,Weekend trip,Health
15463.02,Google,Pharmacy order,Other
1702.09,1mg,Pharmacy order,Health
9291.82,Apple,Movie night,Other
3158.38,Jio,Streaming subscription,Utilities
1449.77,Apollo,Doctor appointment,Health
5020.82,BWSSB,Monthly bill,Utilities
7316.24,HDFC Bank,Monthly bill,Rent
16398.64,Unacademy,Pharmacy order,Education
9080.29,1mg,Rent payment,Health
12543.74,1mg,Cab ride,Health
13152.32,MedPlus,Recharge,Health
412.97,ICICI Bank,Pharmacy order,Rent
4901.04,Microsoft,Pharmacy order,Other
7977.29,Flipkart,Dinner,Shopping
13679.93,Zomato,Doctor appointment,Food
8571.78,McDonald's,Recharge,Food
6924.14,Spotify,Cab ride,Entertainment
17561.46,Jio,Doctor appointment,Utilities
14102.05,ICICI Bank,Doctor appointment,Rent
7351.19,Udemy,Grocery shopping,Education
5205.65,Uber,Movie night,Transport
2787.52,Goibibo,Doctor appointment,Travel
602.69,RedBus,Tuition fees,Transport
502.29,RedBus,Streaming subscription,Transport
3836.91,Swiggy,Cab ride,Food
12414.7,Zomato,Dinner,Food
1574.28,SBI,Dinner,Rent
15372.31,Apollo,Monthly bill,Health
3921.44,Jio,Recharge,Utilities
7599.35,Goibibo,Doctor appointment,Travel
11959.18,1mg,Tuition fees,Health
754.61,BESCOM,Online purchase,Utilities
6337.8,Goibibo,Grocery shopping,Travel
19069.6,Byju's,Streaming subscription,Education
4362.9,Udemy,Streaming subscription,Education
4845.2,RedBus,Flight booking,Transport
3922.58,Ajio,Cab ride,Shopping
12595.43,ICICI Bank,Pharmacy order,Rent
4057.88,Ajio,Movie night,Shopping
8739.71,PharmEasy,Lunch,Health
16696.36,Cleartrip,Flight booking,Travel
4567.8,Rapido,Streaming subscription,Transport
1376.58,Myntra,Streaming subscription,Shopping
1672.04,Goibibo,Rent payment,Travel
5818.53,MedPlus,Tuition fees,Health
18244.52,IRCTC,Lunch,Travel
692.51,Apollo,Dinner,Health
16868.23,Netflix,Flight booking,Entertainment
1279.67,MedPlus,Cab ride,Health
4989.2,Paytm,Weekend trip,Rent
7168.52,SBI,Rent payment,Rent
6885.56,1mg,Grocery shopping,Health
3066.69,Ola,Movie night,Transport
5189.14,Unacademy,Flight booking,Education
14143.53,Domino's,Rent payment,Food
2316.64,HDFC Bank,Tuition fees,Rent
951.4,IRCTC,Doctor appointment,Travel
7812.59,Goibibo,Rent payment,Travel
7868.55,RedBus,Grocery shopping,Transport
3580.77,Cleartrip,Flight booking,Travel
15612.22,Paytm,Recharge,Rent
8975.89,Netflix,Online purchase,Entertainment
3974.98,SBI,Grocery shopping,Rent
10711.97,Unacademy,Online purchase,Education
15637.08,Google,Doctor appointment,Other
8127.96,Goibibo,Grocery shopping,Travel
19209.87,Byju's,Rent payment,Education
17990.39,Airtel,Grocery shopping,Utilities
8384.67,Domino's,Grocery shopping,Food
19808.27,Domino's,Rent payment,Food
10569.06,HDFC Bank,Rent payment,Rent
1050.87,MakeMyTrip,Dinner,Travel
12658.79,ICICI Bank,Lunch,Rent
9455.93,Byju's,Weekend trip,Education
2983.22,Jio,Tuition fees,Utilities
4681.14,RedBus,Rent payment,Transport
18508.28,Ajio,Monthly bill,Shopping
736.51,Google,Rent payment,Other
5844.29,BWSSB,Dinner,Utilities
382.55,Microsoft,Lunch,Other
2080.45,PharmEasy,Flight booking,Health
962.22,Rapido,Recharge,Transport
5101.93,ICICI Bank,Movie night,Rent
8757.22,SBI,Grocery shopping,Rent
1202.48,Airtel,Rent payment,Utilities
7087.21,BookMyShow,Weekend trip,Entertainment
2759.59,BESCOM,Doctor appointment,Utilities
12069.73,BWSSB,Flight booking,Utilities
5859.89,IRCTC,Tuition fees,Travel
10194.65,ICICI Bank,Doctor appointment,Rent
8322.32,ICICI Bank,Grocery shopping,Rent
6389.38,BWSSB,Flight booking,Utilities
16077.0,SBI,Recharge,Rent
11663.7,Microsoft,Recharge,Other
12963.65,Apple,Pharmacy order,Other
12163.29,Rapido,Cab ride,Transport
558.72,SBI,Flight booking,Rent
16362.97,RedBus,Movie night,Transport
16687.49,Flipkart,Weekend trip,Shopping
1558.92,Domino's,Tuition fees,Food
13134.51,Hotstar,Monthly bill,Entertainment
7250.84,HDFC Bank,Dinner,Rent
9303.69,Myntra,Electricity bill,Shopping
18217.68,McDonald's,Rent payment,Food
2906.34,Airtel,Online purchase,Utilities
7726.97,SBI,Monthly bill,Rent
18804.57,RedBus,Monthly bill,Transport
17794.13,Airtel,Grocery shopping,Utilities
17322.26,Myntra,Tuition fees,Shopping
11124.99,Zomato,Recharge,Food
4959.86,MedPlus,Online purchase,Health
5288.55,Myntra,Electricity bill,Shopping
17830.92,IRCTC,Cab ride,Travel
16741.77,Amazon,Doctor appointment,Shopping
5181.03,Swiggy,Dinner,Food
2078.95,Paytm,Weekend trip,Rent
16871.41,Hotstar,Cab ride,Entertainment
1524.0,Microsoft,Online purchase,Other
14788.45,PharmEasy,Tuition fees,Health
2819.98,ICICI Bank,Streaming subscription,Rent
16722.97,Byju's,Recharge,Education
1868.75,Byju's,Cab ride,Education
8279.61,Uber,Monthly bill,Transport
13186.82,Cleartrip,Pharmacy order,Travel
6880.09,McDonald's,Recharge,Food
13306.58,SBI,Tuition fees,Rent
4452.98,Spotify,Flight booking,Entertainment
14585.16,Swiggy,Monthly bill,Food
17500.81,ICICI Bank,Online purchase,Rent
12999.91,PharmEasy,Monthly bill,Health
11460.28,Tata,Cab ride,Other
19979.79,Zomato,Movie night,Food
11667.8,Rapido,Online purchase,Transport
13638.53,Paytm,Movie night,Rent
14204.13,Swiggy,Tuition fees,Food
11781.71,Paytm,Doctor appointment,Rent
10157.07,Paytm,Online purchase,Rent
11967.83,Google,Tuition fees,Other
19697.77,KFC,Online purchase,Food
13477.97,Unacademy,Pharmacy order,Education
6213.47,Goibibo,Rent payment,Travel
5378.91,Coursera,Online purchase,Education
10085.62,BWSSB,Online purchase,Utilities
10025.98,Ajio,Movie night,Shopping
3427.48,Coursera,Doctor appointment,Education
6170.14,Uber,Online purchase,Transport
12488.91,MedPlus,Dinner,Health
2500.56,Spotify,Movie night,Entertainment
16492.11,SBI,Online purchase,Rent
11328.93,Uber,Online purchase,Transport
7772.45,Google,Dinner,Other
4505.48,RedBus,Dinner,Transport
18328.4,Hotstar,Monthly bill,Entertainment
1176.53,Goibibo,Movie night,Travel
17805.54,Flipkart,Rent payment,Shopping
7415.47,MakeMyTrip,Electricity bill,Travel
2647.25,McDonald's,Movie night,Food
3241.2,Netflix,Weekend trip,Entertainment
18643.63,Unacademy,Lunch,Education
5769.41,HDFC Bank,Lunch,Rent
4520.57,Coursera,Electricity bill,Education
17682.78,Domino's,Pharmacy order,Food
1027.68,Ola,Grocery shopping,Transport
9888.48,BWSSB,Flight booking,Utilities
1748.45,RedBus,Movie night,Transport
11084.53,Udemy,Recharge,Education
13429.91,RedBus,Flight booking,Transport
17219.37,Flipkart,Streaming subscription,Shopping
4153.37,BookMyShow,Streaming subscription,Entertainment
3377.74,IRCTC,Cab ride,Travel
11496.89,Domino's,Cab ride,Food
10801.09,Apollo,Doctor appointment,Health
2691.62,Airtel,Rent payment,Utilities
13188.57,Ajio,Lunch,Shopping
10777.41,Ajio,Lunch,Shopping
17362.66,Uber,Lunch,Transport
818.27,Hotstar,Cab ride,Entertainment
19015.93,Hotstar,Weekend trip,Entertainment
17604.7,Airtel,Dinner,Utilities
19565.96,Apple,Doctor appointment,Other
14450.37,Unacademy,Monthly bill,Education
12547.08,McDonald's,Dinner,Food
12508.32,Tata,Dinner,Other
10573.41,Flipkart,Lunch,Shopping
7092.2,BESCOM,Monthly bill,Utilities
19089.16,Tata,Flight booking,Other
1284.47,Airtel,Streaming subscription,Utilities
12960.05,SBI,Cab ride,Rent
2852.16,Swiggy,Doctor appointment,Food
16997.88,Flipkart,Grocery shopping,Shopping
14351.25,MedPlus,Dinner,Health
9703.83,McDonald's,Cab ride,Food
10718.88,Rapido,Online purchase,Transport
15376.08,KFC,Cab ride,Food
5550.55,Uber,Streaming subscription,Transport
9173.29,SBI,Tuition fees,Rent
13713.58,Paytm,Recharge,Rent
1153.27,Swiggy,Weekend trip,Food
19276.68,Uber,Weekend trip,Transport
908.6,Amazon,Weekend trip,Shopping
644.23,Google,Streaming subscription,Other
8008.01,ICICI Bank,Tuition fees,Rent
13330.17,Hotstar,Streaming subscription,Entertainment
14697.3,Byju's,Monthly bill,Education
16329.19,Unacademy,Flight booking,Education
1514.13,Apollo,Weekend trip,Health
6070.09,IRCTC,Tuition fees,Travel
634.24,Myntra,Pharmacy order,Shopping
17684.03,Airtel,Weekend trip,Utilities
16021.5,Coursera,Online purchase,Education
15026.8,BookMyShow,Pharmacy order,Entertainment
11318.45,Unacademy,Movie night,Education
18573.0,MedPlus,Tuition fees,Health
17099.61,Netflix,Flight booking,Entertainment
14874.34,MakeMyTrip,Weekend trip,Travel
13167.33,Spotify,Flight booking,Entertainment
3547.59,Apple,Lunch,Other
14434.3,MedPlus,Flight booking,Health
9033.78,Coursera,Rent payment,Education
19036.67,Amazon,Lunch,Shopping
9229.59,Airtel,Recharge,Utilities
5611.38,HDFC Bank,Online purchase,Rent
457.14,Tata,Streaming subscription,Other
16827.96,Rapido,Monthly bill,Transport
17069.81,Netflix,Weekend trip,Entertainment
2045.59,Myntra,Doctor appointment,Shopping
16433.48,MedPlus,Cab ride,Health
18172.06,Airtel,Cab ride,Utilities
13133.35,MakeMyTrip,Movie night,Travel
2716.51,Myntra,Movie night,Shopping
17202.76,Spotify,Flight booking,Entertainment
12664.26,Apple,Doctor appointment,Other
16723.17,Ajio,Monthly bill,Shopping
15881.22,BookMyShow,Monthly bill,Entertainment
17038.17,1mg,Cab ride,Health
13796.42,PharmEasy,Rent payment,Health
1196.28,Apple,Dinner,Other
7261.18,Microsoft,Weekend trip,Other
84.78,HDFC Bank,Rent payment,Rent
10641.0,Tata,Tuition fees,Other
17019.35,BESCOM,Cab ride,Utilities
3499.73,Zomato,Streaming subscription,Food
17036.96,BESCOM,Movie night,Utilities
8220.7,Jio,Flight booking,Utilities
315.08,SBI,Monthly bill,Rent
11314.3,MedPlus,Tuition fees,Health
9857.33,SBI,Online purchase,Rent
15125.59,HDFC Bank,Lunch,Rent
13796.7,Microsoft,Tuition fees,Other
1537.52,Flipkart,Doctor appointment,Shopping
10326.45,PharmEasy,Weekend trip,Health
5639.32,Cleartrip,Rent payment,Travel
13933.07,Amazon,Movie night,Shopping
1131.39,Uber,Movie night,Transport
9851.2,Zomato,Cab ride,Food
179.63,Swiggy,Tuition fees,Food
286.72,Ola,Flight booking,Transport
17796.5,Hotstar,Recharge,Entertainment
17661.01,Udemy,Weekend trip,Education
13137.33,1mg,Cab ride,Health
15287.1,Google,Dinner,Other
17033.73,PharmEasy,Online purchase,Health
2052.12,SBI,Weekend trip,Rent
6758.41,Paytm,Lunch,Rent
10678.59,Cleartrip,Weekend trip,Travel
12091.04,1mg,Pharmacy order,Health
19507.21,Zomato,Movie night,Food
17930.42,Goibibo,Flight booking,Travel
6662.53,BWSSB,Weekend trip,Utilities
8488.63,Spotify,Grocery shopping,Entertainment
14492.27,Apple,Lunch,Other
3919.33,BookMyShow,Grocery shopping,Entertainment
17290.17,KFC,Grocery shopping,Food
6991.4,Paytm,Recharge,Rent
15804.95,Ajio,Tuition fees,Shopping
7950.25,Uber,Movie night,Transport
9384.33,Myntra,Movie night,Shopping
5991.52,Uber,Movie night,Transport
785.61,Zomato,Movie night,Food
5196.56,Airtel,Lunch,Utilities
7682.98,MedPlus,Tuition fees,Health
3114.39,SBI,Movie night,Rent
13160.19,Domino's,Flight booking,Food
5694.16,KFC,Weekend trip,Food
17714.96,HDFC Bank,Grocery shopping,Rent
15833.34,Ajio,Streaming subscription,Shopping
4370.9,1mg,Flight booking,Health
2303.9,Rapido,Online purchase,Transport
17280.61,SBI,Pharmacy order,Rent
19222.81,BWSSB,Tuition fees,Utilities
641.72,Jio,Electricity bill,Utilities
7333.26,Google,Rent payment,Other
19356.62,Udemy,Recharge,Education
12897.11,Myntra,Electricity bill,Shopping
7131.93,Hotstar,Recharge,Entertainment
12718.28,Udemy,Weekend trip,Education
6177.22,Myntra,Cab ride,Shopping
8249.02,Paytm,Rent payment,Rent
18522.91,Uber,Monthly bill,Transport
13773.36,Google,Cab ride,Other
15114.32,Airtel,Recharge,Utilities
4582.69,Spotify,Doctor appointment,Entertainment
11052.93,1mg,Online purchase,Health
12363.13,Coursera,Grocery shopping,Education
18373.25,Microsoft,Pharmacy order,Other
3199.95,SBI,Movie night,Rent
1548.65,Uber,Dinner,Transport
8001.61,Apple,Lunch,Other
1241.39,IRCTC,Recharge,Travel
14173.36,Google,Cab ride,Other
11672.86,Spotify,Movie night,Entertainment
13205.91,Hotstar,Lunch,Entertainment
10712.36,Paytm,Dinner,Rent
9067.34,Amazon,Electricity bill,Shopping
17399.29,Hotstar,Dinner,Entertainment
18340.33,RedBus,Dinner,Transport
4721.0,Flipkart,Rent payment,Shopping
12051.69,SBI,Monthly bill,Rent
17971.2,MedPlus,Online purchase,Health
13470.62,Netflix,Doctor appointment,Entertainment
19837.56,PharmEasy,Grocery shopping,Health
3006.7,Domino's,Cab ride,Food
5195.2,BESCOM,Movie night,Utilities
17639.5,Paytm,Dinner,Rent
7527.07,Airtel,Streaming subscription,Utilities
16853.39,Google,Monthly bill,Other
10283.56,Google,Online purchase,Other
807.28,Coursera,Monthly bill,Education
14933.22,Jio,Flight booking,Utilities
16868.97,Tata,Tuition fees,Other
11064.27,Paytm,Pharmacy order,Rent
6807.68,KFC,Doctor appointment,Food
7657.05,BookMyShow,Movie night,Entertainment
3046.9,PharmEasy,Streaming subscription,Health
4791.12,McDonald's,Pharmacy order,Food
3449.21,Uber,Streaming subscription,Transport
16682.99,KFC,Cab ride,Food
8684.97,McDonald's,Rent payment,Food
4535.64,Amazon,Cab ride,Shopping
19448.71,HDFC Bank,Online purchase,Rent
9681.91,Udemy,Tuition fees,Education
1919.25,Byju's,Movie night,Education
3738.17,Domino's,Lunch,Food
14616.94,Airtel,Online purchase,Utilities
14090.7,Airtel,Flight booking,Utilities
10415.6,MedPlus,Online purchase,Health
5977.5,Cleartrip,Flight booking,Travel
2500.35,Udemy,Lunch,Education
18162.93,Netflix,Recharge,Entertainment
13136.98,Rapido,Weekend trip,Transport
463.49,Paytm,Dinner,Rent
5226.43,MedPlus,Streaming subscription,Health
5584.94,Airtel,Flight booking,Utilities
9765.6,PharmEasy,Lunch,Health
11402.67,Hotstar,Monthly bill,Entertainment
17888.81,Netflix,Cab ride,Entertainment
3648.43,ICICI Bank,Cab ride,Rent
14428.72,Paytm,Streaming subscription,Rent
5705.52,McDonald's,Grocery shopping,Food
19955.1,Uber,Lunch,Transport
17061.17,Domino's,Grocery shopping,Food
12547.06,HDFC Bank,Monthly bill,Rent
13709.65,Ola,Streaming subscription,Transport
11372.07,Amazon,Doctor appointment,Shopping
11260.67,BWSSB,Lunch,Utilities
5118.93,IRCTC,Movie night,Travel
5664.41,Microsoft,Streaming subscription,Other
5297.06,Apollo,Weekend trip,Health
1725.66,Unacademy,Grocery shopping,Education
9858.5,1mg,Pharmacy order,Health
15709.68,HDFC Bank,Rent payment,Rent
9446.91,Netflix,Rent payment,Entertainment
14835.97,Zomato,Lunch,Food
7545.52,MedPlus,Grocery shopping,Health
14214.96,Tata,Rent payment,Other
8607.07,Amazon,Dinner,Shopping
11911.76,MedPlus,Weekend trip,Health
11961.15,Spotify,Dinner,Entertainment
18290.79,MedPlus,Tuition fees,Health
19773.36,1mg,Monthly bill,Health
14691.92,BESCOM,Doctor appointment,Utilities
5821.45,Myntra,Rent payment,Shopping
13046.37,Jio,Dinner,Utilities
9726.32,Tata,Rent payment,Other
2980.66,BESCOM,Monthly bill,Utilities
4149.88,Paytm,Cab ride,Rent
12135.66,KFC,Recharge,Food
13108.27,Hotstar,Grocery shopping,Entertainment
13946.18,Rapido,Online purchase,Transport
1476.34,Spotify,Pharmacy order,Entertainment
12514.18,Tata,Movie night,Other
9425.07,BWSSB,Dinner,Utilities
18870.99,HDFC Bank,Monthly bill,Rent
11407.28,Uber,Doctor appointment,Transport
12317.5,Zomato,Cab ride,Food
3030.7,SBI,Dinner,Rent
1666.91,Google,Movie night,Other
7845.13,Flipkart,Lunch,Shopping
12518.35,Google,Rent payment,Other
12374.35,Domino's,Dinner,Food
8436.31,Tata,Grocery shopping,Other
4655.32,McDonald's,Flight booking,Food
18549.57,Hotstar,Dinner,Entertainment
4998.2,Swiggy,Streaming subscription,Food
6715.55,Udemy,Grocery shopping,Education
19559.48,Airtel,Doctor appointment,Utilities
15781.9,Ajio,Electricity bill,Shopping
14953.81,Swiggy,Electricity bill,Food
14324.89,ICICI Bank,Weekend trip,Rent
9716.56,Spotify,Rent payment,Entertainment
13393.46,Ola,Weekend trip,Transport
2919.74,MakeMyTrip,Online purchase,Travel
15875.25,RedBus,Streaming subscription,Transport
16724.16,Flipkart,Recharge,Shopping
13881.71,Byju's,Rent payment,Education
6043.35,BESCOM,Pharmacy order,Utilities
19584.76,Spotify,Monthly bill,Entertainment
15340.66,Udemy,Cab ride,Education
11734.16,SBI,Grocery shopping,Rent
9091.25,Paytm,Lunch,Rent
3471.4,Spotify,Grocery shopping,Entertainment
19597.43,BookMyShow,Doctor appointment,Entertainment
7272.11,McDonald's,Dinner,Food
18377.44,BookMyShow,Movie night,Entertainment
8620.17,Netflix,Grocery shopping,Entertainment
6043.45,Uber,Streaming subscription,Transport
16254.15,BESCOM,Electricity bill,Utilities
18385.8,McDonald's,Weekend trip,Food
15518.6,McDonald's,Online purchase,Food
15920.22,Rapido,Rent payment,Transport
15311.93,Flipkart,Lunch,Shopping
17456.61,Amazon,Flight booking,Shopping
19087.94,RedBus,Grocery shopping,Transport
85.22,Myntra,Cab ride,Shopping
6498.04,HDFC Bank,Dinner,Rent
10632.39,Spotify,Doctor appointment,Entertainment
6017.81,BWSSB,Lunch,Utilities
1038.68,BWSSB,Monthly bill,Utilities
11268.45,PharmEasy,Grocery shopping,Health
9217.26,McDonald's,Cab ride,Food
2222.49,RedBus,Recharge,Transport
19348.28,Uber,Lunch,Transport
1448.2,HDFC Bank,Streaming subscription,Rent
14948.96,Domino's,Lunch,Food
19479.05,IRCTC,Doctor appointment,Travel
18491.36,Netflix,Doctor appointment,Entertainment
12898.11,MakeMyTrip,Movie night,Travel
3726.03,HDFC Bank,Online purchase,Rent
8983.76,Udemy,Movie night,Education
8612.09,Apollo,Weekend trip,Health
1173.58,Domino's,Movie night,Food
13709.71,Hotstar,Dinner,Entertainment
8649.14,Paytm,Tuition fees,Rent
7845.09,Goibibo,Lunch,Travel
16202.65,BESCOM,Tuition fees,Utilities
18747.91,Spotify,Rent payment,Entertainment
8347.22,MedPlus,Doctor appointment,Health
8639.69,PharmEasy,Rent payment,Health
4127.55,MakeMyTrip,Weekend trip,Travel
11353.31,IRCTC,Cab ride,Travel
7917.89,Spotify,Streaming subscription,Entertainment
9932.51,SBI,Rent payment,Rent
13989.62,Coursera,Dinner,Education
8664.16,Tata,Weekend trip,Other
11938.61,Jio,Movie night,Utilities
1377.6,HDFC Bank,Movie night,Rent
8963.83,Cleartrip,Flight booking,Travel
10776.32,Unacademy,Dinner,Education
7687.52,Cleartrip,Grocery shopping,Travel
19952.64,ICICI Bank,Movie night,Rent
4645.58,MakeMyTrip,Rent payment,Travel
4373.83,Rapido,Movie night,Transport
744.77,IRCTC,Online purchase,Travel
11708.2,Myntra,Lunch,Shopping
8947.84,Amazon,Movie night,Shopping
17069.01,RedBus,Rent payment,Transport
9726.68,Zomato,Weekend trip,Food
8381.95,Udemy,Movie night,Education
5852.0,Udemy,Online purchase,Education
11083.97,Unacademy,Movie night,Education
5264.5,McDonald's,Electricity bill,Food
19554.93,Uber,Doctor appointment,Transport
16520.64,Flipkart,Cab ride,Shopping
7794.04,BWSSB,Streaming subscription,Utilities
6080.28,Spotify,Online purchase,Entertainment
2326.0,McDonald's,Recharge,Food
1947.64,BESCOM,Tuition fees,Utilities
3388.7,MakeMyTrip,Pharmacy order,Travel
2621.24,1mg,Lunch,Health
14371.41,Unacademy,Online purchase,Education
7149.87,Tata,Lunch,Other
19091.52,PharmEasy,Online purchase,Health
9965.44,Amazon,Streaming subscription,Shopping
17613.36,Apple,Cab ride,Other
2157.28,Coursera,Grocery shopping,Education
14502.53,SBI,Doctor appointment,Rent
14789.77,Cleartrip,Electricity bill,Travel
8533.92,Cleartrip,Cab ride,Travel
14618.75,Spotify,Tuition fees,Entertainment
10357.9,Apple,Lunch,Other
11647.15,Udemy,Recharge,Education
1002.97,Paytm,Rent payment,Rent
7333.0,Tata,Monthly bill,Other
17681.63,Spotify,Streaming subscription,Entertainment
19903.21,Byju's,Rent payment,Education
17699.65,Paytm,Pharmacy order,Rent
14180.19,BESCOM,Pharmacy order,Utilities
2787.95,MakeMyTrip,Online purchase,Travel
2146.82,Goibibo,Movie night,Travel
16810.73,RedBus,Online purchase,Transport
9676.73,BWSSB,Recharge,Utilities
15550.21,Udemy,Electricity bill,Education
18546.07,BookMyShow,Pharmacy order,Entertainment
1380.43,Jio,Monthly bill,Utilities
10318.52,Ajio,Recharge,Shopping
19733.58,Airtel,Grocery shopping,Utilities
7164.96,Airtel,Monthly bill,Utilities
15415.66,Unacademy,Weekend trip,Education
16619.67,Spotify,Grocery shopping,Entertainment
11548.82,Tata,Electricity bill,Other
12571.82,MakeMyTrip,Online purchase,Travel
4861.62,BookMyShow,Doctor appointment,Entertainment
4030.56,Byju's,Streaming subscription,Education
18877.72,KFC,Monthly bill,Food
11455.45,HDFC Bank,Grocery shopping,Rent
5263.6,McDonald's,Electricity bill,Food
10329.56,Microsoft,Flight booking,Other
16882.54,1mg,Dinner,Health
