amount,merchant,description,category
319.55,Swiggy,lunch at Swiggy,Dining
94.76,Google Pay,payment at Google Pay,Others
1340.75,Airtel,internet at Airtel,Utilities
6794.63,Ola,bus ticket at Ola,Travel
273.78,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
71.71,RedBus,cab fare at RedBus,Travel
2268,Zomato,snack at Zomato,Dining
436.7,Hotstar,concert at Hotstar,Entertainment
2654.8,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
1825.77,Paytm,payment at Paytm,Others
4369.12,Airtel,electricity bill at Airtel,Utilities
788.72,Reliance Fresh,bread at Reliance Fresh,Groceries
1626.93,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
937.83,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
1493.77,Ola,bus ticket at Ola,Travel
895.66,Myntra,CLOTHES AT MYNTRA,Shopping
313.55,Mahanagar Gas,gas bill at Mahanagar Gas,Utilities
1063.6,More Supermarket,vegetables at More Supermarket,Groceries
1128.02,Unacademy,study material at Unacademy,Education
2495.87,netmeds,doctor visit at Netmeds,Healthcare
1994.99,BESCOM,mobile recharge at BESCOM,Utilities
1635.04,Netflix,concert at Netflix,Entertainment
180.52,RedBus,bus ticket at RedBus,Travel
1912.75,Airtel,gas bill at Airtel,Utilities
1040.64,Uber,flight at Uber,Travel
3367.88,Reliance Fresh,vegetables at Reliance Fresh,Groceries
3786.17,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
85.1,BESCOM,internet at BESCOM,Utilities
2577.55,Tata Power,electricity bill at Tata Power,Utilities
57.64,Coursera,subscription at Coursera,Education
686.33,Amazon,electronics at Amazon,Shopping
1172.31,Netmeds,health checkup at Netmeds,Healthcare
240.43,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
2057.49,Netflix,games at Netflix,Entertainment
12.58,Indian Oil,diesel at Indian Oil,Fuel
276.96,BYJU'S,subscription at BYJU'S,Education
1304.1,DMart,vegetables at DMart,Groceries
1879.68,Reliance Fresh,bread at Reliance Fresh,Groceries
3726.94,BESCOM,mobile recharge at BESCOM,Utilities
1833.7,Ajio,footwear at Ajio,Shopping
1671.1,Uber,cab fare at Uber,Travel
752.16,Ajio,clothes at Ajio,Shopping
10,DMart,monthly ration at DMart,Groceries
192.02,Amazon,electronics at Amazon,Shopping
1147.14,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
1686.49,BookMyShow,movie at BookMyShow,Entertainment
810.51,Coursera,study material at Coursera,Education
1967.78,Barbeque Nation,dinner at Barbeque Nation,Dining
1106.78,Swiggy,food delivery at Swiggy,Dining
115.61,Amazon,clothes at Amazon,Shopping
319.82,Barbeque Nation,FOOD DELIVERY AT BARBEQUE NATION,Dining
2748.86,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
1936,Zomato,lunch at Zomato,Dining
3377.3,1mg,doctor visit at 1mg,Healthcare
187.59,Indian Oil,petrol at Indian Oil,Fuel
6941.51,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
352.46,Barbeque Nation,lunch at Barbeque Nation,Dining
17.77,BESCOM,electricity bill at BESCOM,Utilities
8941.66,Big Bazaar,monthly ration at Big Bazaar,Groceries
495,Myntra,electronics at Myntra,Shopping
1654.02,Ajio,clothes at Ajio,Shopping
291.62,BookMyShow,SUBSCRIPTION AT BOOKMYSHOW,Entertainment
1302.07,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
3515.66,Swiggy,dinner at Swiggy,Dining
578.89,Flipkart,footwear at Flipkart,Shopping
1664.15,Myntra,home decor at Myntra,Shopping
312.2,PractO,medicine at PractO,Healthcare
1470.43,1mg,health checkup at 1mg,Healthcare
615.23,Myntra,home decor at Myntra,Shopping
355.88,Netmeds,doctor visit at Netmeds,Healthcare
563.53,RedBus,cab fare at RedBus,Travel
295.56,Vedantu,course fee at Vedantu,Education
3482.9,Indian Oil,diesel at Indian Oil,Fuel
759.22,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
422.11,Mahanagar Gas,gas bill at Mahanagar Gas,Utilities
892.42,practo,health checkup at PractO,Healthcare
579.68,Ajio,clothes at Ajio,Shopping
2046.33,Netmeds,doctor visit at Netmeds,Healthcare
5322.11,HP Petrol Pump,PETROL AT HP PETROL PUMP,Fuel
864.47,Amazon,clothes at Amazon,Shopping
2960.28,Vedantu,subscription at Vedantu,Education
1251.59,Spotify,concert at Spotify,Entertainment
256.6,Airtel,internet at Airtel,Utilities
1759.79,PhonePe,payment at PhonePe,Others
1080.58,Tata Power,internet at Tata Power,Utilities
1577.33,1mg,consultation at 1mg,Healthcare
3306.66,Barbeque Nation,dinner at Barbeque Nation,Dining
870.89,BYJU'S,study material at BYJU'S,Education
3471.65,Bharat Petroleum,FUEL REFILL AT BHARAT PETROLEUM,Fuel
2083.46,paytm,transfer at Paytm,Others
1005.92,Hotstar,games at Hotstar,Entertainment
1386.57,Netmeds,medicine at Netmeds,Healthcare
590.86,Tata Power,internet at Tata Power,Utilities
6165.46,Google Pay,payment at Google Pay,Others
1651,BESCOM,INTERNET AT BESCOM,Utilities
67.26,Spotify,movie at Spotify,Entertainment
593.17,Myntra,clothes at Myntra,Shopping
1464.52,Mahanagar Gas,internet at Mahanagar Gas,Utilities
86.97,Paytm,payment at Paytm,Others
36.26,Unacademy,course fee at Unacademy,Education
896.82,Myntra,footwear at Myntra,Shopping
606.75,More Supermarket,milk at More Supermarket,Groceries
865.18,Swiggy,food delivery at Swiggy,Dining
457.13,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
269.98,Reliance Fresh,vegetables at Reliance Fresh,Groceries
1752.64,Google Pay,recharge at Google Pay,Others
1084.08,Barbeque Nation,snack at Barbeque Nation,Dining
335,Flipkart,home decor at Flipkart,Shopping
577.59,Netflix,games at Netflix,Entertainment
1344.03,amazon,clothes at Amazon,Shopping
112.46,Paytm,payment at Paytm,Others
239.29,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
114.1,1mg,consultation at 1mg,Healthcare
2509.5,Coursera,subscription at Coursera,Education
2093.97,Google Pay,RECHARGE AT GOOGLE PAY,Others
2099.45,More Supermarket,vegetables at More Supermarket,Groceries
1889.89,Vedantu,study material at Vedantu,Education
1660.2,Uber,cab fare at Uber,Travel
972.24,Reliance Fresh,bread at Reliance Fresh,Groceries
1542,Netflix,games at Netflix,Entertainment
58.68,Coursera,course fee at Coursera,Education
1457.17,PhonePe,payment at PhonePe,Others
2256.79,More Supermarket,vegetables at More Supermarket,Groceries
1040.8,Tata Power,mobile recharge at Tata Power,Utilities
663.61,Ola,flight at Ola,Travel
487.4,Netmeds,DOCTOR VISIT AT NETMEDS,Healthcare
1544.2,phonepe,recharge at PhonePe,Others
1770.39,IRCTC,cab fare at IRCTC,Travel
3071.54,Airtel,GAS BILL AT AIRTEL,Utilities
628.59,Barbeque Nation,SNACK AT BARBEQUE NATION,Dining
2203.03,Swiggy,dinner at Swiggy,Dining
1236.1,RedBus,flight at RedBus,Travel
3216.28,Swiggy,lunch at Swiggy,Dining
1125.57,Amazon,clothes at Amazon,Shopping
1093.57,Unacademy,course fee at Unacademy,Education
1293.69,Airtel,electricity bill at Airtel,Utilities
2075.34,PhonePe,transfer at PhonePe,Others
5015.4,Swiggy,lunch at Swiggy,Dining
114.61,Swiggy,lunch at Swiggy,Dining
82.37,Flipkart,home decor at Flipkart,Shopping
4160.09,Swiggy,lunch at Swiggy,Dining
1132.14,Amazon,electronics at Amazon,Shopping
1431.39,Mahanagar Gas,gas bill at Mahanagar Gas,Utilities
987.9,Airtel,electricity bill at Airtel,Utilities
147.51,Myntra,footwear at Myntra,Shopping
2192.1,Zomato,food delivery at Zomato,Dining
2062.88,Paytm,transfer at Paytm,Others
560.3,netflix,concert at Netflix,Entertainment
548.44,PhonePe,recharge at PhonePe,Others
2728.77,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
112.66,Big Bazaar,VEGETABLES AT BIG BAZAAR,Groceries
3194.27,Myntra,electronics at Myntra,Shopping
444.91,Flipkart,footwear at Flipkart,Shopping
1348.36,Indian Oil,fuel refill at Indian Oil,Fuel
4123.17,domino's,food delivery at Domino's,Dining
1700.38,Google Pay,recharge at Google Pay,Others
802.75,Zomato,lunch at Zomato,Dining
1754.52,BESCOM,electricity bill at BESCOM,Utilities
632.35,Barbeque Nation,food delivery at Barbeque Nation,Dining
487.06,PractO,consultation at PractO,Healthcare
8563.17,Reliance Fresh,bread at Reliance Fresh,Groceries
2084.19,Big Bazaar,vegetables at Big Bazaar,Groceries
1552.27,Netflix,concert at Netflix,Entertainment
658.43,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
75.62,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
47.32,Reliance Fresh,vegetables at Reliance Fresh,Groceries
1211.76,Indian Oil,diesel at Indian Oil,Fuel
2153.43,Coursera,subscription at Coursera,Education
1156.27,Myntra,clothes at Myntra,Shopping
2756.25,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
51,Tata Power,gas bill at Tata Power,Utilities
685.34,Netmeds,medicine at Netmeds,Healthcare
405.88,Unacademy,course fee at Unacademy,Education
889.34,Amazon,home decor at Amazon,Shopping
112.69,Unacademy,subscription at Unacademy,Education
4622.97,amazon,electronics at Amazon,Shopping
378.97,Reliance Fresh,milk at Reliance Fresh,Groceries
3832.5,BookMyShow,games at BookMyShow,Entertainment
832.41,Reliance Fresh,milk at Reliance Fresh,Groceries
6352.91,Mahanagar Gas,gas bill at Mahanagar Gas,Utilities
1211.35,Coursera,study material at Coursera,Education
4006.84,DMart,bread at DMart,Groceries
10,Ajio,electronics at Ajio,Shopping
2068.91,Ajio,home decor at Ajio,Shopping
3500.35,Domino's,food delivery at Domino's,Dining
225.75,1mg,health checkup at 1mg,Healthcare
151.6,IRCTC,train ticket at IRCTC,Travel
828.96,1mg,health checkup at 1mg,Healthcare
4069.87,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
1172.6,Coursera,course fee at Coursera,Education
1124.44,Big Bazaar,bread at Big Bazaar,Groceries
228.2,byju's,STUDY MATERIAL AT BYJU'S,Education
10,Netmeds,medicine at Netmeds,Healthcare
2492.2,Vedantu,course fee at Vedantu,Education
137.47,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1507.07,Vedantu,course fee at Vedantu,Education
3690.9,PractO,doctor visit at PractO,Healthcare
351.03,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
1641.66,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
122.95,Myntra,clothes at Myntra,Shopping
1388.58,Ola,cab fare at Ola,Travel
268.57,Domino's,DINNER AT DOMINO'S,Dining
1997.45,Zomato,lunch at Zomato,Dining
537.65,Spotify,games at Spotify,Entertainment
933.73,Myntra,electronics at Myntra,Shopping
1372.3,Netmeds,health checkup at Netmeds,Healthcare
281.8,BYJU'S,subscription at BYJU'S,Education
2030.09,BookMyShow,games at BookMyShow,Entertainment
540.68,Hotstar,subscription at Hotstar,Entertainment
1628.72,Airtel,gas bill at Airtel,Utilities
258.47,Indian Oil,diesel at Indian Oil,Fuel
1747.69,Netmeds,medicine at Netmeds,Healthcare
205.77,Myntra,clothes at Myntra,Shopping
831.01,Vedantu,study material at Vedantu,Education
425.95,Domino's,lunch at Domino's,Dining
2069.72,Flipkart,home decor at Flipkart,Shopping
455.79,Swiggy,lunch at Swiggy,Dining
3202.02,IRCTC,bus ticket at IRCTC,Travel
3335.94,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
328.06,Tata Power,electricity bill at Tata Power,Utilities
1427.28,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
137.71,Airtel,mobile recharge at Airtel,Utilities
745.23,Flipkart,clothes at Flipkart,Shopping
1874.09,Netmeds,health checkup at Netmeds,Healthcare
1615.67,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
1470.05,Airtel,internet at Airtel,Utilities
498.06,Domino's,food delivery at Domino's,Dining
712.28,Netflix,movie at Netflix,Entertainment
162.96,RedBus,BUS TICKET AT REDBUS,Travel
1904.22,Netmeds,consultation at Netmeds,Healthcare
1051.43,Tata Power,GAS BILL AT TATA POWER,Utilities
1850.44,Coursera,subscription at Coursera,Education
429.41,Ajio,home decor at Ajio,Shopping
588.32,Spotify,concert at Spotify,Entertainment
610.18,Ola,train ticket at Ola,Travel
39.12,Ola,train ticket at Ola,Travel
625.66,1mg,doctor visit at 1mg,Healthcare
2439.15,Netmeds,health checkup at Netmeds,Healthcare
3413.89,Myntra,electronics at Myntra,Shopping
1095.4,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
911.84,google pay,recharge at Google Pay,Others
46.96,Unacademy,course fee at Unacademy,Education
3170.48,Barbeque Nation,food delivery at Barbeque Nation,Dining
19.64,Indian Oil,petrol at Indian Oil,Fuel
4343.83,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
1007.71,Zomato,snack at Zomato,Dining
627.68,Uber,train ticket at Uber,Travel
3869.85,Paytm,recharge at Paytm,Others
37.04,Barbeque Nation,food delivery at Barbeque Nation,Dining
1306.35,Paytm,recharge at Paytm,Others
1194.21,Ola,flight at Ola,Travel
371.39,Bharat Petroleum,PETROL AT BHARAT PETROLEUM,Fuel
840.25,Reliance Fresh,milk at Reliance Fresh,Groceries
1584.47,BESCOM,electricity bill at BESCOM,Utilities
1948.15,Indian Oil,FUEL REFILL AT INDIAN OIL,Fuel
10,PhonePe,recharge at PhonePe,Others
4143.45,IRCTC,FLIGHT AT IRCTC,Travel
269.63,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
399.04,Ola,train ticket at Ola,Travel
458.71,Coursera,subscription at Coursera,Education
57.83,Reliance Fresh,bread at Reliance Fresh,Groceries
196.96,Vedantu,course fee at Vedantu,Education
6441.02,Paytm,payment at Paytm,Others
567.98,Amazon,footwear at Amazon,Shopping
183.76,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
169.74,Ajio,home decor at Ajio,Shopping
1906.56,Ajio,clothes at Ajio,Shopping
2892.08,byju's,subscription at BYJU'S,Education
445.49,practo,consultation at PractO,Healthcare
31.7,Big Bazaar,bread at Big Bazaar,Groceries
378.65,indian oil,petrol at Indian Oil,Fuel
87.26,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
163.71,DMart,vegetables at DMart,Groceries
847.15,Airtel,internet at Airtel,Utilities
391.89,Uber,flight at Uber,Travel
1088.34,BookMyShow,concert at BookMyShow,Entertainment
438.53,1mg,medicine at 1mg,Healthcare
4233.61,More Supermarket,milk at More Supermarket,Groceries
3545.8,Vedantu,subscription at Vedantu,Education
1254.85,PhonePe,recharge at PhonePe,Others
656.42,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
719.83,Airtel,internet at Airtel,Utilities
796.17,Coursera,study material at Coursera,Education
1950.61,PractO,medicine at PractO,Healthcare
901.23,Domino's,lunch at Domino's,Dining
2914.54,DMart,monthly ration at DMart,Groceries
4326.15,Flipkart,home decor at Flipkart,Shopping
614.09,Uber,cab fare at Uber,Travel
1233.84,Indian Oil,petrol at Indian Oil,Fuel
149.82,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
335.6,Tata Power,gas bill at Tata Power,Utilities
800.29,Netmeds,consultation at Netmeds,Healthcare
346.39,Domino's,food delivery at Domino's,Dining
3138.01,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
258.47,IRCTC,flight at IRCTC,Travel
912.27,Big Bazaar,vegetables at Big Bazaar,Groceries
1395.96,1mg,health checkup at 1mg,Healthcare
1765.82,Flipkart,electronics at Flipkart,Shopping
724.5,Domino's,dinner at Domino's,Dining
3049.97,BESCOM,gas bill at BESCOM,Utilities
1260.1,Myntra,clothes at Myntra,Shopping
868.41,Google Pay,transfer at Google Pay,Others
104.41,BookMyShow,concert at BookMyShow,Entertainment
937.36,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
2578.34,Barbeque Nation,dinner at Barbeque Nation,Dining
1429.98,Ajio,footwear at Ajio,Shopping
2677.14,More Supermarket,vegetables at More Supermarket,Groceries
1021.86,Google Pay,transfer at Google Pay,Others
189.13,Netmeds,consultation at Netmeds,Healthcare
20.6,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
541.93,Tata Power,gas bill at Tata Power,Utilities
1795.95,Myntra,clothes at Myntra,Shopping
2342.83,PhonePe,recharge at PhonePe,Others
525.94,Coursera,study material at Coursera,Education
1026.74,Vedantu,SUBSCRIPTION AT VEDANTU,Education
819.99,Reliance Fresh,vegetables at Reliance Fresh,Groceries
792.78,BYJU'S,course fee at BYJU'S,Education
394.68,BYJU'S,subscription at BYJU'S,Education
219.92,Ola,flight at Ola,Travel
328.52,Tata Power,electricity bill at Tata Power,Utilities
85.38,Swiggy,lunch at Swiggy,Dining
331.21,Vedantu,study material at Vedantu,Education
13.87,Amazon,electronics at Amazon,Shopping
1480.3,Hotstar,subscription at Hotstar,Entertainment
570.52,Ajio,clothes at Ajio,Shopping
5425.94,More Supermarket,milk at More Supermarket,Groceries
322.98,BESCOM,internet at BESCOM,Utilities
636.58,1mg,medicine at 1mg,Healthcare
664.38,Flipkart,home decor at Flipkart,Shopping
12.73,RedBus,cab fare at RedBus,Travel
2741.47,Swiggy,dinner at Swiggy,Dining
48.78,Coursera,subscription at Coursera,Education
4224.62,Unacademy,subscription at Unacademy,Education
3339.47,BYJU'S,subscription at BYJU'S,Education
1150.26,Paytm,recharge at Paytm,Others
1176.56,Ajio,clothes at Ajio,Shopping
1591.01,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
734.21,BESCOM,internet at BESCOM,Utilities
1562.88,Indian Oil,petrol at Indian Oil,Fuel
68.7,Ajio,footwear at Ajio,Shopping
83.34,PhonePe,recharge at PhonePe,Others
916.61,Flipkart,footwear at Flipkart,Shopping
1196.5,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
3281.44,Spotify,subscription at Spotify,Entertainment
165.83,IRCTC,bus ticket at IRCTC,Travel
2594.43,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
353.67,Netmeds,consultation at Netmeds,Healthcare
751.52,Flipkart,home decor at Flipkart,Shopping
571.02,barbeque nation,dinner at Barbeque Nation,Dining
766.63,1mg,health checkup at 1mg,Healthcare
244.65,BESCOM,gas bill at BESCOM,Utilities
1050.47,PractO,consultation at PractO,Healthcare
2426.53,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
873.84,Swiggy,food delivery at Swiggy,Dining
1011.82,Unacademy,subscription at Unacademy,Education
2833.41,Coursera,subscription at Coursera,Education
1836.56,BYJU'S,study material at BYJU'S,Education
1011.35,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
446.99,Ola,bus ticket at Ola,Travel
3243.28,Flipkart,clothes at Flipkart,Shopping
1290.65,Spotify,concert at Spotify,Entertainment
374.9,BookMyShow,concert at BookMyShow,Entertainment
470.26,more supermarket,monthly ration at More Supermarket,Groceries
2437.84,Google Pay,transfer at Google Pay,Others
67.72,More Supermarket,vegetables at More Supermarket,Groceries
7259.86,Google Pay,payment at Google Pay,Others
209.5,BookMyShow,concert at BookMyShow,Entertainment
2384.96,RedBus,cab fare at RedBus,Travel
753.23,Big Bazaar,vegetables at Big Bazaar,Groceries
1016.55,Ola,train ticket at Ola,Travel
3188.55,Amazon,clothes at Amazon,Shopping
798.87,Spotify,movie at Spotify,Entertainment
1156.64,DMart,bread at DMart,Groceries
75.83,Spotify,movie at Spotify,Entertainment
10,Hotstar,concert at Hotstar,Entertainment
421.16,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
1711.89,Ajio,home decor at Ajio,Shopping
193.91,Netmeds,health checkup at Netmeds,Healthcare
181.15,Hotstar,games at Hotstar,Entertainment
793.89,Flipkart,home decor at Flipkart,Shopping
1565.49,Barbeque Nation,lunch at Barbeque Nation,Dining
1867.57,1mg,medicine at 1mg,Healthcare
294.84,Google Pay,recharge at Google Pay,Others
124.4,Big Bazaar,monthly ration at Big Bazaar,Groceries
4230.07,Indian Oil,diesel at Indian Oil,Fuel
453.01,Vedantu,course fee at Vedantu,Education
2879.52,BYJU'S,study material at BYJU'S,Education
2987.05,Google Pay,payment at Google Pay,Others
2221.06,PractO,doctor visit at PractO,Healthcare
277.39,DMart,bread at DMart,Groceries
2587.29,Barbeque Nation,snack at Barbeque Nation,Dining
2199.63,Ola,flight at Ola,Travel
1362.2,Zomato,food delivery at Zomato,Dining
616.93,PhonePe,recharge at PhonePe,Others
456.75,spotify,concert at Spotify,Entertainment
194.97,Paytm,payment at Paytm,Others
1069.28,1mg,consultation at 1mg,Healthcare
1320.16,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
667.88,Amazon,footwear at Amazon,Shopping
967.56,More Supermarket,monthly ration at More Supermarket,Groceries
677.69,Spotify,movie at Spotify,Entertainment
1536.67,Swiggy,lunch at Swiggy,Dining
3472.89,Barbeque Nation,snack at Barbeque Nation,Dining
